cta_dwell_time,click_velocity,slip_jitter,zone_transitions_rolling,label
777.0,0.4372540445999126,55.713923337638015,4.0,2
0.0,0.0,0.0,3.0,1
1602.0,0.20271639975674033,7.021084182943178,0.0,1
4808.0,0.0,2.609559886247489,0.0,1
0.0,0.4094165813715456,7.032275836880796,0.0,1
117.0,0.40675208460443363,13.855677828062163,0.0,1
4921.0,0.0,1.862010629727711,0.0,1
3871.0,0.218435998252512,13.365922771209254,1.0,1
0.0,0.2105706464518846,0.0,6.0,1
4841.0,0.0,16.901430865737,0.0,1
165.0,0.8396305625524769,25.435738609440868,4.0,2
1759.0,0.6138735420503377,22.4192436824274,0.0,2
1352.0,0.6044731009470079,40.95999325305696,7.0,2
0.0,0.0,0.0,13.0,2
214.0,0.6184291898577613,39.53196812959812,2.0,2
526.0,0.40584415584415584,57.056597589455265,1.0,2
0.0,0.0,0.0,5.0,0
0.0,2.883762200532387,11.494822159916477,0.0,2
0.0,0.0,0.0,0.0,1
108.0,0.9396288466055909,26.311550296464365,0.0,2
57.0,0.41050903119868637,0.0,13.0,1
3977.0,0.20337604230221681,23.351861210866794,2.0,1
3229.0,0.4055972419387548,26.63305305261125,2.0,1
2360.0,0.24727992087042536,7.412794048394816,0.0,1
914.0,0.6085192697768763,25.646171841502724,2.0,2
1923.0,0.4916420845624386,7.356973450230581,0.0,1
272.0,0.646830530401035,20.466573119716763,2.0,2
0.0,0.0,0.0,0.0,1
0.0,0.2135839384878257,14.820633702591076,0.0,1
2158.0,0.0,23.035989648078356,4.0,1
307.0,0.21092596498628982,85.25926812848151,6.0,2
1239.0,0.4139929621196439,94.14301342520228,6.0,2
170.0,1.454696591853699,43.554093441091304,2.0,2
4745.0,0.0,22.19567741516532,2.0,1
1339.0,0.2327205026762858,120.85757065187296,4.0,2
307.0,0.6131207847946045,153.7657230128491,5.0,2
170.0,1.082485386447283,39.835641014868926,2.0,2
0.0,0.20020020020020018,0.0,8.0,1
605.0,0.43582479843103067,31.10537120516157,5.0,2
547.0,0.2147766323024055,47.92059060329097,3.0,0
1857.0,0.2534854245880862,6.938145720684576,0.0,1
